start_time,duration_sec,gaze_x,gaze_y
1746727714.7074118,0.5352382659912109,365,277
1746727715.24265,0.5048973560333252,367,271
1746727715.7475474,0.5339913368225098,366,271
1746727716.2815387,0.508432149887085,367,277
1746727716.7899709,0.5522005558013916,358,279
1746727717.3421714,0.517925500869751,368,284
1746727717.860097,0.5179927349090576,365,290
1746727718.3780897,0.5289554595947266,366,286
1746727719.8331807,0.5913341045379639,318,261
